customer_id,first_name,last_name,gender,date_of_birth,email,phone,city,state,country,registration_date,customer_segment
60,Neha,Sharma,Female,1978-07-07,customer60@nexusretail.com,9984968439,Kolkata,West Bengal,India,2022-09-08,Regular
61,Aditya,Jain,Male,1972-04-08,customer61@nexusretail.com,9361530104,Ahmedabad,Gujarat,India,2023-11-15,New
62,Meera,Gupta,Male,1996-04-21,customer62@nexusretail.com,9973008988,Jaipur,Rajasthan,India,2023-03-19,New
63,Sneha,Agarwal,Male,1982-06-09,customer63@nexusretail.com,9239577989,Mumbai,Maharashtra,India,2022-10-24,Premium
64,Ananya,Agarwal,Male,1999-08-27,customer64@nexusretail.com,9241522640,Pune,Maharashtra,India,2022-02-22,New
65,Neha,Agarwal,Female,1970-09-16,customer65@nexusretail.com,9384936197,Surat,Gujarat,India,2022-12-23,New
66,Rahul,Malhotra,Male,2003-06-13,customer66@nexusretail.com,9611365210,Bhubaneswar,Odisha,India,2022-05-11,Regular
67,Shreya,Yadav,Male,1990-04-11,customer67@nexusretail.com,9337887233,Bhopal,Madhya Pradesh,India,2024-10-28,Premium
68,Vivaan,Malhotra,Female,1990-07-19,customer68@nexusretail.com,9133447745,Bhopal,Madhya Pradesh,India,2025-08-10,New
69,Aditi,Tiwari,Female,2000-10-11,customer69@nexusretail.com,9626422169,Kolkata,West Bengal,India,2022-08-10,Premium
70,Isha,Verma,Female,1997-04-15,customer70@nexusretail.com,9170525764,Jaipur,Rajasthan,India,2022-10-31,New
71,Ananya,Das,Female,1987-02-01,customer71@nexusretail.com,9669681065,Nagpur,Maharashtra,India,2025-05-08,Regular
72,Isha,Khan,Female,1974-06-13,customer72@nexusretail.com,9222851168,Raipur,Chhattisgarh,India,2025-12-08,Premium
73,Ayush,Pandey,Male,1989-04-17,customer73@nexusretail.com,9345343109,Indore,Madhya Pradesh,India,2024-07-13,Regular
74,Sneha,Tiwari,Female,1988-08-29,customer74@nexusretail.com,9435596237,Patna,Bihar,India,2022-07-14,Regular
75,Sneha,Jain,Female,1976-11-05,customer75@nexusretail.com,9609241268,Bengaluru,Karnataka,India,2025-11-07,New
76,Aditya,Tiwari,Male,1989-05-16,customer76@nexusretail.com,9899496315,Jaipur,Rajasthan,India,2022-07-17,Premium
77,Neha,Agarwal,Male,1996-04-22,customer77@nexusretail.com,9703102938,Mumbai,Maharashtra,India,2025-02-24,Regular
78,Dev,Verma,Female,1999-11-05,customer78@nexusretail.com,9874233009,Bhubaneswar,Odisha,India,2024-05-16,New
79,Priya,Das,Female,1974-08-25,customer79@nexusretail.com,9644830077,Chennai,Tamil Nadu,India,2025-03-29,New
80,Rahul,Jain,Male,1974-11-09,customer80@nexusretail.com,9697285504,Guwahati,Assam,India,2023-12-19,Regular
81,Arjun,Agarwal,Male,1989-04-01,customer81@nexusretail.com,9924024405,Bengaluru,Karnataka,India,2025-02-22,Premium
82,Nisha,Jain,Male,1997-04-26,customer82@nexusretail.com,9990626742,Indore,Madhya Pradesh,India,2025-09-09,Premium
83,Ananya,Sharma,Female,2001-07-10,customer83@nexusretail.com,9464883950,Pune,Maharashtra,India,2023-09-25,Regular
84,Aarav,Singh,Female,1973-02-14,customer84@nexusretail.com,9895609471,Mumbai,Maharashtra,India,2022-10-18,Premium
85,Aarav,Verma,Male,1986-11-16,customer85@nexusretail.com,9587098457,Bhopal,Madhya Pradesh,India,2024-05-09,Regular
86,Rohan,Yadav,Female,2004-11-05,customer86@nexusretail.com,9740190407,Chennai,Tamil Nadu,India,2025-03-08,New
87,Vivaan,Singh,Male,2000-03-26,customer87@nexusretail.com,9392168202,Pune,Maharashtra,India,2022-06-17,Regular
88,Dev,Mishra,Female,1988-07-30,customer88@nexusretail.com,9331465414,Guwahati,Assam,India,2023-07-14,Premium
89,Arjun,Yadav,Male,1982-09-15,customer89@nexusretail.com,9828519068,Bhubaneswar,Odisha,India,2025-10-20,Premium
90,Aditi,Khan,Male,1979-11-22,customer90@nexusretail.com,9743520276,Chennai,Tamil Nadu,India,2024-03-20,New
91,Aarav,Gupta,Male,2004-06-03,customer91@nexusretail.com,9920511515,Chennai,Tamil Nadu,India,2022-10-09,Regular
92,Priya,Yadav,Male,1992-04-24,customer92@nexusretail.com,9288650860,Chandigarh,Chandigarh,India,2024-05-31,New
93,Pooja,Khan,Female,1973-03-26,customer93@nexusretail.com,9896760809,Surat,Gujarat,India,2024-03-24,New
94,Kavya,Sharma,Male,1984-01-17,customer94@nexusretail.com,9560940492,Patna,Bihar,India,2025-03-25,Premium
95,Pooja,Malhotra,Female,1975-03-03,customer95@nexusretail.com,9122394554,Bhubaneswar,Odisha,India,2024-04-09,Regular
96,Rohan,Agarwal,Female,2000-12-07,customer96@nexusretail.com,9194628740,Raipur,Chhattisgarh,India,2024-01-12,Regular
97,Arjun,Gupta,Female,1993-07-03,customer97@nexusretail.com,9524951250,Bhubaneswar,Odisha,India,2022-06-11,Regular
98,Sakshi,Yadav,Female,2004-12-13,customer98@nexusretail.com,9182011731,Surat,Gujarat,India,2022-12-11,Premium
99,Ayush,Verma,Male,2004-10-26,customer99@nexusretail.com,9476990466,Bhopal,Madhya Pradesh,India,2023-12-17,Premium
100,Ayush,Tiwari,Male,1974-08-12,customer100@nexusretail.com,9374843786,Mumbai,Maharashtra,India,2022-10-27,New
101,Rohan,Das,Male,1977-12-12,customer101@nexusretail.com,9630554118,Mumbai,Maharashtra,India,2025-07-10,Regular
102,Shreya,Das,Female,2000-07-21,customer102@nexusretail.com,9790407222,Nagpur,Maharashtra,India,2025-03-02,Premium
103,Nisha,Yadav,Male,1989-09-23,customer103@nexusretail.com,9603500181,Hyderabad,Telangana,India,2022-05-20,Regular
104,Ayush,Tripathi,Male,1985-10-15,customer104@nexusretail.com,9179661615,Bengaluru,Karnataka,India,2024-11-05,Regular
105,Isha,Patel,Male,1986-07-17,customer105@nexusretail.com,9182389284,Lucknow,Uttar Pradesh,India,2023-08-11,Premium
106,Aditya,Das,Female,1990-10-04,customer106@nexusretail.com,9695192667,Raipur,Chhattisgarh,India,2025-04-03,Premium
107,Vivaan,Patel,Male,1984-06-03,customer107@nexusretail.com,9610702777,Nagpur,Maharashtra,India,2025-05-24,Premium
108,Rahul,Sharma,Male,1985-05-28,customer108@nexusretail.com,9641755366,Patna,Bihar,India,2022-06-22,Premium
109,Rohan,Sharma,Female,1989-09-17,customer109@nexusretail.com,9661296425,Surat,Gujarat,India,2024-12-09,Premium
110,Rohan,Yadav,Female,1987-05-19,customer110@nexusretail.com,9931575232,Kochi,Kerala,India,2024-04-17,Regular
111,Dev,Das,Female,1972-12-15,customer111@nexusretail.com,9201474984,Lucknow,Uttar Pradesh,India,2023-11-07,Premium
112,Dev,Mishra,Female,2002-06-19,customer112@nexusretail.com,9747145068,Chennai,Tamil Nadu,India,2025-09-06,New
113,Sneha,Verma,Male,1985-09-10,customer113@nexusretail.com,9804433388,Nagpur,Maharashtra,India,2023-09-28,Premium
114,Dev,Mishra,Male,1983-11-21,customer114@nexusretail.com,9504456327,Mumbai,Maharashtra,India,2025-02-18,Premium
115,Sneha,Tiwari,Male,1998-12-24,customer115@nexusretail.com,9554629125,Mumbai,Maharashtra,India,2025-10-05,Premium
116,Neha,Sharma,Female,1978-02-01,customer116@nexusretail.com,9466932310,Kochi,Kerala,India,2023-03-15,Regular
117,Karan,Gupta,Male,1973-06-18,customer117@nexusretail.com,9946237594,Mumbai,Maharashtra,India,2023-08-29,New
118,Simran,Agarwal,Male,1999-09-11,customer118@nexusretail.com,9922816526,Indore,Madhya Pradesh,India,2023-11-21,Premium
119,Rahul,Das,Male,1977-04-12,customer119@nexusretail.com,9992649957,Kolkata,West Bengal,India,2023-01-06,Premium
120,Shreya,Das,Female,1971-12-17,customer120@nexusretail.com,9491163514,Pune,Maharashtra,India,2024-04-21,Premium
121,Sakshi,Gupta,Female,2003-10-02,customer121@nexusretail.com,9351258749,Patna,Bihar,India,2024-07-08,Premium
122,Vikram,Tripathi,Male,1986-07-02,customer122@nexusretail.com,9712483158,Guwahati,Assam,India,2025-10-21,Regular
123,Isha,Agarwal,Female,1992-07-23,customer123@nexusretail.com,9549533634,Chennai,Tamil Nadu,India,2024-12-16,New
124,Karan,Agarwal,Male,1981-03-20,customer124@nexusretail.com,9788460744,Raipur,Chhattisgarh,India,2022-04-17,Regular
125,Neha,Khan,Male,1982-10-15,customer125@nexusretail.com,9919390458,Chandigarh,Chandigarh,India,2022-06-21,New
126,Ananya,Patel,Male,1989-08-16,customer126@nexusretail.com,9338411494,Bhopal,Madhya Pradesh,India,2022-07-07,Regular
127,Neha,Pandey,Female,1972-05-22,customer127@nexusretail.com,9639026034,Delhi,Delhi,India,2024-03-22,Regular
128,Vikram,Mishra,Female,1980-01-27,customer128@nexusretail.com,9442185272,Jaipur,Rajasthan,India,2022-02-27,New
129,Ravi,Jain,Male,1976-03-04,customer129@nexusretail.com,9408034406,Hyderabad,Telangana,India,2022-03-20,Regular
130,Ravi,Tiwari,Female,1990-02-14,customer130@nexusretail.com,9105638424,Mumbai,Maharashtra,India,2025-06-14,New
131,Aarav,Tripathi,Male,1994-08-14,customer131@nexusretail.com,9666690337,Ahmedabad,Gujarat,India,2025-05-31,Regular
132,Arjun,Agarwal,Male,1983-07-06,customer132@nexusretail.com,9151270577,Chennai,Tamil Nadu,India,2022-09-07,New
133,Kavya,Jain,Female,1972-10-26,customer133@nexusretail.com,9998386592,Raipur,Chhattisgarh,India,2022-08-16,Regular
134,Nisha,Khan,Male,2002-03-26,customer134@nexusretail.com,9412750915,Delhi,Delhi,India,2022-10-22,Regular
135,Aarav,Das,Male,1995-08-07,customer135@nexusretail.com,9301126777,Kochi,Kerala,India,2024-05-03,Premium
136,Dev,Verma,Female,1973-01-13,customer136@nexusretail.com,9684203557,Bhopal,Madhya Pradesh,India,2024-12-13,Premium
137,Simran,Khan,Female,1991-02-02,customer137@nexusretail.com,9782546314,Delhi,Delhi,India,2022-03-31,Regular
138,Neha,Tripathi,Female,2005-05-16,customer138@nexusretail.com,9470228863,Delhi,Delhi,India,2022-05-19,New
139,Sakshi,Jain,Female,1975-12-26,customer139@nexusretail.com,9478278218,Chandigarh,Chandigarh,India,2022-04-01,Premium
140,Sneha,Tiwari,Female,2001-03-12,customer140@nexusretail.com,9778321204,Pune,Maharashtra,India,2024-09-07,New
141,Rahul,Verma,Male,1983-03-01,customer141@nexusretail.com,9147036629,Patna,Bihar,India,2023-02-17,New
142,Vivaan,Yadav,Female,1994-05-12,customer142@nexusretail.com,9371993587,Chennai,Tamil Nadu,India,2024-08-27,New
143,Shreya,Jain,Female,1986-01-05,customer143@nexusretail.com,9804086195,Ahmedabad,Gujarat,India,2022-04-08,Regular
144,Ananya,Verma,Female,1987-12-11,customer144@nexusretail.com,9515156661,Kochi,Kerala,India,2024-06-19,Regular
145,Rohan,Patel,Female,2005-10-06,customer145@nexusretail.com,9386389162,Guwahati,Assam,India,2024-11-29,New
146,Sakshi,Mishra,Female,1997-01-09,customer146@nexusretail.com,9685698675,Jaipur,Rajasthan,India,2023-01-05,Regular
147,Sneha,Verma,Female,1999-08-25,customer147@nexusretail.com,9429097422,Jaipur,Rajasthan,India,2023-08-29,Regular
148,Nisha,Malhotra,Male,2000-12-10,customer148@nexusretail.com,9477470703,Bhubaneswar,Odisha,India,2024-06-28,Regular
149,Vivaan,Malhotra,Female,1982-04-26,customer149@nexusretail.com,9949842840,Kochi,Kerala,India,2025-08-02,New
150,Aditya,Jain,Female,1993-01-06,customer150@nexusretail.com,9271784435,Kolkata,West Bengal,India,2025-10-23,New
151,Rahul,Tiwari,Female,1971-07-25,customer151@nexusretail.com,9172191273,Raipur,Chhattisgarh,India,2022-09-16,New
152,Shreya,Jain,Female,1987-03-05,customer152@nexusretail.com,9134773472,Kochi,Kerala,India,2025-03-07,Premium
153,Rahul,Jain,Female,1986-09-09,customer153@nexusretail.com,9919355714,Patna,Bihar,India,2024-06-28,New
154,Meera,Singh,Female,1987-11-09,customer154@nexusretail.com,9797460535,Bhopal,Madhya Pradesh,India,2023-10-06,Regular
155,Vikram,Verma,Male,1992-05-21,customer155@nexusretail.com,9515524530,Delhi,Delhi,India,2024-11-26,Premium
156,Arjun,Tripathi,Female,1979-08-17,customer156@nexusretail.com,9406635834,Bengaluru,Karnataka,India,2025-06-07,Premium
157,Aditi,Gupta,Male,1973-04-28,customer157@nexusretail.com,9285388355,Chandigarh,Chandigarh,India,2024-07-14,Premium
158,Isha,Verma,Female,2001-10-30,customer158@nexusretail.com,9690554938,Hyderabad,Telangana,India,2022-05-13,Premium
159,Priya,Pandey,Male,2001-12-06,customer159@nexusretail.com,9851854702,Chennai,Tamil Nadu,India,2025-12-24,Premium
160,Rohan,Agarwal,Male,1975-06-12,customer160@nexusretail.com,9950474042,Kochi,Kerala,India,2023-02-16,New
161,Vikram,Agarwal,Male,1986-03-10,customer161@nexusretail.com,9714478186,Guwahati,Assam,India,2025-02-08,Regular
162,Isha,Agarwal,Male,1997-06-14,customer162@nexusretail.com,9170596494,Indore,Madhya Pradesh,India,2022-06-26,Regular
163,Pooja,Malhotra,Female,2004-07-02,customer163@nexusretail.com,9984053945,Guwahati,Assam,India,2024-04-18,Premium
164,Aditya,Singh,Male,1990-03-09,customer164@nexusretail.com,9830261466,Hyderabad,Telangana,India,2024-08-12,Premium
165,Neha,Singh,Male,2004-06-10,customer165@nexusretail.com,9564520346,Indore,Madhya Pradesh,India,2022-09-22,Premium
166,Vivaan,Tiwari,Male,1983-08-23,customer166@nexusretail.com,9273910700,Chandigarh,Chandigarh,India,2022-12-04,Regular
167,Ravi,Gupta,Female,1973-07-16,customer167@nexusretail.com,9310777576,Kochi,Kerala,India,2023-05-29,Premium
168,Riya,Tripathi,Female,1997-07-24,customer168@nexusretail.com,9200317984,Mumbai,Maharashtra,India,2024-12-28,Premium
169,Ayush,Singh,Male,1977-09-05,customer169@nexusretail.com,9770529419,Nagpur,Maharashtra,India,2025-09-11,Premium
170,Nisha,Yadav,Male,1971-04-10,customer170@nexusretail.com,9148814238,Nagpur,Maharashtra,India,2022-06-16,Premium
171,Shreya,Das,Male,2004-05-27,customer171@nexusretail.com,9547306651,Bengaluru,Karnataka,India,2025-03-17,Premium
172,Ayush,Sharma,Female,1998-10-18,customer172@nexusretail.com,9618558050,Guwahati,Assam,India,2023-09-11,New
173,Dev,Mishra,Female,1973-04-10,customer173@nexusretail.com,9164331134,Chennai,Tamil Nadu,India,2025-11-11,New
174,Isha,Mishra,Female,1979-02-25,customer174@nexusretail.com,9751396498,Guwahati,Assam,India,2023-11-28,New
175,Sneha,Tiwari,Female,1987-11-20,customer175@nexusretail.com,9916757816,Hyderabad,Telangana,India,2022-09-25,Regular
176,Simran,Khan,Female,1980-11-04,customer176@nexusretail.com,9231556899,Chandigarh,Chandigarh,India,2024-08-13,Regular
177,Isha,Gupta,Male,1972-04-09,customer177@nexusretail.com,9512477736,Mumbai,Maharashtra,India,2023-08-18,Premium
178,Kavya,Gupta,Female,1995-11-30,customer178@nexusretail.com,9303832812,Pune,Maharashtra,India,2023-10-03,New
179,Aditi,Khan,Female,1983-11-04,customer179@nexusretail.com,9124885365,Patna,Bihar,India,2024-10-15,New
180,Pooja,Khan,Male,1979-08-26,customer180@nexusretail.com,9478918222,Patna,Bihar,India,2025-04-09,New
181,Vivaan,Tripathi,Female,1982-10-26,customer181@nexusretail.com,9108780419,Guwahati,Assam,India,2025-01-04,New
182,Kavya,Singh,Female,2004-04-07,customer182@nexusretail.com,9492922240,Bengaluru,Karnataka,India,2024-04-05,New
183,Pooja,Sharma,Male,1986-04-06,customer183@nexusretail.com,9409883716,Nagpur,Maharashtra,India,2025-02-07,New
184,Pooja,Khan,Female,1997-12-16,customer184@nexusretail.com,9756102581,Patna,Bihar,India,2025-10-25,New
185,Rahul,Verma,Female,2005-08-28,customer185@nexusretail.com,9698967370,Kolkata,West Bengal,India,2023-11-26,Regular
186,Shreya,Singh,Female,1992-06-07,customer186@nexusretail.com,9148644109,Ahmedabad,Gujarat,India,2022-03-24,New
187,Rahul,Malhotra,Female,1993-04-18,customer187@nexusretail.com,9259923818,Hyderabad,Telangana,India,2024-07-24,Premium
188,Simran,Singh,Female,1977-04-16,customer188@nexusretail.com,9761962359,Hyderabad,Telangana,India,2024-03-15,Premium
189,Priya,Das,Female,2001-10-16,customer189@nexusretail.com,9421897671,Hyderabad,Telangana,India,2025-02-26,Regular
190,Aarav,Yadav,Male,1988-09-07,customer190@nexusretail.com,9430366556,Hyderabad,Telangana,India,2025-04-10,Premium
191,Ravi,Jain,Female,1981-11-29,customer191@nexusretail.com,9940636753,Delhi,Delhi,India,2025-09-04,Premium
192,Meera,Gupta,Female,1977-08-25,customer192@nexusretail.com,9775410705,Lucknow,Uttar Pradesh,India,2024-12-09,Premium
193,Nisha,Agarwal,Male,2000-07-15,customer193@nexusretail.com,9133898577,Kolkata,West Bengal,India,2023-05-12,Premium
194,Ravi,Verma,Male,1989-10-13,customer194@nexusretail.com,9549661921,Ahmedabad,Gujarat,India,2023-10-05,New
195,Kavya,Malhotra,Female,1992-07-05,customer195@nexusretail.com,9606382505,Ahmedabad,Gujarat,India,2025-06-06,Premium
196,Sakshi,Sharma,Male,1995-02-28,customer196@nexusretail.com,9811060614,Mumbai,Maharashtra,India,2023-10-28,Regular
197,Simran,Mishra,Male,1990-08-15,customer197@nexusretail.com,9467570835,Hyderabad,Telangana,India,2024-12-27,Premium
198,Neha,Jain,Female,1978-08-17,customer198@nexusretail.com,9399580835,Bengaluru,Karnataka,India,2023-05-20,Premium
199,Priya,Gupta,Female,2001-08-15,customer199@nexusretail.com,9841139461,Chennai,Tamil Nadu,India,2023-03-01,Premium
200,Aditi,Yadav,Female,1995-02-22,customer200@nexusretail.com,9409011489,Guwahati,Assam,India,2023-07-15,New
201,Meera,Jain,Female,1987-09-13,customer201@nexusretail.com,9930071496,Indore,Madhya Pradesh,India,2023-12-08,New
202,Priya,Sharma,Male,1985-07-15,customer202@nexusretail.com,9804344630,Chennai,Tamil Nadu,India,2024-06-24,Regular
203,Sakshi,Patel,Male,1994-02-28,customer203@nexusretail.com,9703462253,Ahmedabad,Gujarat,India,2023-07-10,Premium
204,Ananya,Singh,Male,1980-11-16,customer204@nexusretail.com,9819228743,Chandigarh,Chandigarh,India,2022-04-14,Premium
205,Vikram,Jain,Male,1974-06-30,customer205@nexusretail.com,9454650074,Surat,Gujarat,India,2024-04-26,Premium
206,Aditi,Verma,Male,1994-09-08,customer206@nexusretail.com,9536913550,Mumbai,Maharashtra,India,2022-11-20,Premium
207,Aditi,Patel,Female,1984-05-29,customer207@nexusretail.com,9793527609,Ahmedabad,Gujarat,India,2023-08-08,New
208,Shreya,Verma,Male,1994-01-02,customer208@nexusretail.com,9287974375,Nagpur,Maharashtra,India,2022-03-18,Regular
209,Rohan,Pandey,Female,2005-05-06,customer209@nexusretail.com,9300050585,Lucknow,Uttar Pradesh,India,2024-10-11,Premium
210,Priya,Pandey,Male,1983-05-21,customer210@nexusretail.com,9747233283,Lucknow,Uttar Pradesh,India,2025-03-09,New
211,Sneha,Tripathi,Female,1976-01-08,customer211@nexusretail.com,9602533479,Patna,Bihar,India,2024-10-29,Regular
212,Karan,Agarwal,Female,1977-04-16,customer212@nexusretail.com,9796091085,Chandigarh,Chandigarh,India,2024-07-28,Regular
213,Ravi,Singh,Female,2005-06-21,customer213@nexusretail.com,9709650444,Delhi,Delhi,India,2023-08-28,Premium
214,Shreya,Gupta,Female,1989-03-09,customer214@nexusretail.com,9452108572,Pune,Maharashtra,India,2024-11-21,New
215,Pooja,Jain,Male,1976-04-22,customer215@nexusretail.com,9447464644,Chandigarh,Chandigarh,India,2024-09-04,New
216,Aarav,Tripathi,Male,1990-01-15,customer216@nexusretail.com,9453932473,Kolkata,West Bengal,India,2023-07-01,Regular
217,Meera,Malhotra,Male,1981-09-25,customer217@nexusretail.com,9486066116,Nagpur,Maharashtra,India,2025-08-31,Premium
218,Vikram,Sharma,Female,1983-10-06,customer218@nexusretail.com,9535312769,Chandigarh,Chandigarh,India,2022-11-24,Premium
219,Simran,Pandey,Male,1998-08-26,customer219@nexusretail.com,9494647257,Chennai,Tamil Nadu,India,2023-08-28,Premium
